reference_raw,reference_normalized,row_count,year_hint,query_title,resolved_doi,resolved_title,resolved_journal,resolved_year,resolved_source,match_score,resolution_status,candidate_json
2017 Performance improvement of continuous carbon nanotube fibers by acid treatment,performance improvement of continuous carbon nanotube fibers by acid treatment,4,2017.0,Performance improvement of continuous carbon nanotube fibers by acid treatment,10.1088/1674-1056/26/2/028802,Performance improvement of continuous carbon nanotube fibers by acid treatment,Chinese Physics B,2017.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 40.36473, ""api_status"": 200, ""doi"": ""10.1088/1674-1056/26/2/028802"", ""journal"": ""Chinese Physics B"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Performance improvement of continuous carbon nanotube fibers by acid treatment"", ""year"": 2017}, {""api_error"": null, ""api_score"": 1938.8613, ""api_status"": 200, ""doi"": ""10.1088/1674-1056/26/2/028802"", ""journal"": ""Chinese Physics B"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Performance improvement of continuous carbon nanotube fibers by acid treatment"", ""year"": 2017}, {""api_error"": null, ""api_score"": 683.16113, ""api_status"": 200, ""doi"": ""10.1038/srep23058"", ""journal"": ""Scientific Reports"", ""match_score"": 0.5318944099378882, ""source"": ""openalex"", ""title"": ""Three-dimensional printing of continuous-fiber composites by in-nozzle impregnation"", ""year"": 2016}, {""api_error"": null, ""api_score"": 576.6328, ""api_status"": 200, ""doi"": ""10.3390/ma9040262"", ""journal"": ""Materials"", ""match_score"": 0.491140350877193, ""source"": ""openalex"", ""title"": ""Polymer Nanocomposites—A Comparison between Carbon Nanotubes, Graphene, and Clay as Nanofillers"", ""year"": 2016}, {""api_error"": null, ""api_score"": 586.90137, ""api_status"": 200, ""doi"": ""10.1038/s41467-019-10998-0"", ""journal"": ""Nature Communications"", ""match_score"": 0.41975308641975306, ""source"": ""openalex"", ""title"": ""Direct spinning and densification method for high-performance carbon nanotube fibers"", ""year"": 2019}]"
2017 Ultra-high conductivity and metallic conduction mechanism of scaleup continuous carbon nanotube sheets by mechanical stretching and stable chemical doping,ultra high conductivity and metallic conduction mechanism of scaleup continuous carbon nanotube sheets by mechanical stretching and stable chemical doping,4,2017.0,Ultra-high conductivity and metallic conduction mechanism of scaleup continuous carbon nanotube sheets by mechanical stretching and stable chemical doping,10.1016/j.carbon.2017.09.089,Ultra-high conductivity and metallic conduction mechanism of scale-up continuous carbon nanotube sheets by mechanical stretching and stable chemical doping,Carbon,2017.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 90.91179, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2017.09.089"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Ultra-high conductivity and metallic conduction mechanism of scale-up continuous carbon nanotube sheets by mechanical stretching and stable chemical doping"", ""year"": 2017}, {""api_error"": null, ""api_score"": 35.20131, ""api_status"": 200, ""doi"": ""10.1039/c8ra01212a"", ""journal"": ""RSC Advances"", ""match_score"": 0.5221794871794871, ""source"": ""crossref"", ""title"": ""Roll-to-roll continuous carbon nanotube sheets with high electrical conductivity"", ""year"": 2018}, {""api_error"": null, ""api_score"": 35.381546, ""api_status"": 200, ""doi"": ""10.3390/coatings14070794"", ""journal"": ""Coatings"", ""match_score"": 0.36736842105263157, ""source"": ""crossref"", ""title"": ""Stable N-Type Single-Walled Carbon Nanotube/Mesh Sheets by Cationic Surfactant Doping and Fluoropolymer Coating for Flexible Thermoelectric Generators"", ""year"": 2024}, {""api_error"": null, ""api_score"": 138.85756, ""api_status"": 200, ""doi"": ""10.1002/advs.201700187"", ""journal"": ""Advanced Science"", ""match_score"": 0.3618181818181818, ""source"": ""openalex"", ""title"": ""Additive Manufacturing: Unlocking the Evolution of Energy Materials"", ""year"": 2017}, {""api_error"": null, ""api_score"": 35.18998, ""api_status"": 200, ""doi"": ""10.1021/acsanm.8b00041.s001"", ""journal"": null, ""match_score"": 0.36162361623616235, ""source"": ""crossref"", ""title"": ""Effects of Solution Properties on Iodine Monobromide Doping for Enhanced Bulk Carbon Nanotube Electrical Conductivity"", ""year"": null}]"
2017_Significantly Increased Solubility of Carbon Nanotubes in Superacid by Oxidation and Their Assembly into High-Performance Fibers,significantly increased solubility of carbon nanotubes in superacid by oxidation and their assembly into high performance fibers,4,2017.0,Significantly Increased Solubility of Carbon Nanotubes in Superacid by Oxidation and Their Assembly into High-Performance Fibers,10.1002/smll.201701131,Significantly Increased Solubility of Carbon Nanotubes in Superacid by Oxidation and Their Assembly into High‐Performance Fibers,Small,2017.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 70.42118, ""api_status"": 200, ""doi"": ""10.1002/smll.201701131"", ""journal"": ""Small"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Significantly Increased Solubility of Carbon Nanotubes in Superacid by Oxidation and Their Assembly into High‐Performance Fibers"", ""year"": 2017}, {""api_error"": null, ""api_score"": 3267.6936, ""api_status"": 200, ""doi"": ""10.1002/smll.201701131"", ""journal"": ""Small"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Significantly Increased Solubility of Carbon Nanotubes in Superacid by Oxidation and Their Assembly into High‐Performance Fibers"", ""year"": 2017}, {""api_error"": null, ""api_score"": 255.91057, ""api_status"": 200, ""doi"": ""10.1002/advs.202001778"", ""journal"": ""Advanced Science"", ""match_score"": 0.4039408866995074, ""source"": ""openalex"", ""title"": ""Nanoscale Patterning of Carbon Nanotubes: Techniques, Applications, and Future"", ""year"": 2020}, {""api_error"": null, ""api_score"": 247.74532, ""api_status"": 200, ""doi"": ""10.1016/j.compositesb.2022.110342"", ""journal"": ""Composites Part B Engineering"", ""match_score"": 0.3883495145631068, ""source"": ""openalex"", ""title"": ""Ultrahigh strength and modulus of polyimide-carbon nanotube based carbon and graphitic fibers with superior electrical and thermal conductivities for advanced composite applications"", ""year"": 2022}, {""api_error"": null, ""api_score"": 702.37756, ""api_status"": 200, ""doi"": ""10.1038/s41467-019-10998-0"", ""journal"": ""Nature Communications"", ""match_score"": 0.3867924528301887, ""source"": ""openalex"", ""title"": ""Direct spinning and densification method for high-performance carbon nanotube fibers"", ""year"": 2019}]"
2018 Enhancement of the twisted carbon nanotube fibers properties by drawing processing and acid treatment,enhancement of the twisted carbon nanotube fibers properties by drawing processing and acid treatment,4,2018.0,Enhancement of the twisted carbon nanotube fibers properties by drawing processing and acid treatment,10.1016/j.matdes.2018.02.004,Enhancement of the twisted carbon nanotube fibers properties by drawing processing and acid treatment,Materials &amp; Design,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 55.841946, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2018.02.004"", ""journal"": ""Materials &amp; Design"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Enhancement of the twisted carbon nanotube fibers properties by drawing processing and acid treatment"", ""year"": 2018}, {""api_error"": null, ""api_score"": 2151.035, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2018.02.004"", ""journal"": ""Materials & Design"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Enhancement of the twisted carbon nanotube fibers properties by drawing processing and acid treatment"", ""year"": 2018}, {""api_error"": null, ""api_score"": 32.3466, ""api_status"": 200, ""doi"": ""10.1088/2053-1591/1/3/035025"", ""journal"": ""Materials Research Express"", ""match_score"": 0.4610628019323671, ""source"": ""crossref"", ""title"": ""Twisting dependent properties of twisted carbon nanotube fibers: microstructure and strain transfer factors"", ""year"": 2014}, {""api_error"": null, ""api_score"": 33.569008, ""api_status"": 200, ""doi"": ""10.1021/acsami.5b09912.s001"", ""journal"": null, ""match_score"": 0.4792626728110599, ""source"": ""crossref"", ""title"": ""Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method"", ""year"": null}, {""api_error"": null, ""api_score"": 479.305, ""api_status"": 200, ""doi"": ""10.1039/c9nr06952f"", ""journal"": ""Nanoscale"", ""match_score"": 0.40404040404040403, ""source"": ""openalex"", ""title"": ""Mechanisms of mechanical reinforcement by graphene and carbon nanotubes in polymer nanocomposites"", ""year"": 2020}]"
2018 The Operational Window of Carbon Nanotube electrical wires treated with strong acids and oxidants,the operational window of carbon nanotube electrical wires treated with strong acids and oxidants,4,2018.0,The Operational Window of Carbon Nanotube electrical wires treated with strong acids and oxidants,10.1038/s41598-018-32663-0,The operational window of carbon nanotube electrical wires treated with strong acids and oxidants,Scientific Reports,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 61.246727, ""api_status"": 200, ""doi"": ""10.1038/s41598-018-32663-0"", ""journal"": ""Scientific Reports"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""The operational window of carbon nanotube electrical wires treated with strong acids and oxidants"", ""year"": 2018}, {""api_error"": null, ""api_score"": 2159.8457, ""api_status"": 200, ""doi"": ""10.1038/s41598-018-32663-0"", ""journal"": ""Scientific Reports"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""The operational window of carbon nanotube electrical wires treated with strong acids and oxidants"", ""year"": 2018}, {""api_error"": null, ""api_score"": 28.928112, ""api_status"": 200, ""doi"": ""10.1002/adfm.201302497"", ""journal"": ""Advanced Functional Materials"", ""match_score"": 0.4286705202312138, ""source"": ""crossref"", ""title"": ""Replacing Copper Wires with Carbon Nanotube Wires in Electrical Transformers"", ""year"": 2014}, {""api_error"": null, ""api_score"": 191.89116, ""api_status"": 200, ""doi"": ""10.3389/fmats.2020.00219"", ""journal"": ""Frontiers in Materials"", ""match_score"": 0.42857142857142855, ""source"": ""openalex"", ""title"": ""All-Carbon Conductors for Electronic and Electrical Wiring Applications"", ""year"": 2020}, {""api_error"": null, ""api_score"": 37.193066, ""api_status"": 200, ""doi"": ""10.1021/acsanm.1c00248.s001"", ""journal"": null, ""match_score"": 0.46632124352331605, ""source"": ""crossref"", ""title"": ""Strong and Highly Conductive Carbon Nanotube Fibers as Conducting Wires for Wearable Electronics"", ""year"": null}]"
2018_Electrical Transport Degradation of Chemically Doped Electronic-Type-Separated Single-Wall Carbon Nanotubes From Radiation-Induced Defects,electrical transport degradation of chemically doped electronic type separated single wall carbon nanotubes from radiation induced defects,4,2018.0,Electrical Transport Degradation of Chemically Doped Electronic-Type-Separated Single-Wall Carbon Nanotubes From Radiation-Induced Defects,10.1109/tns.2017.2779580,Electrical Transport Degradation of Chemically Doped Electronic-Type-Separated Single-Wall Carbon Nanotubes From Radiation-Induced Defects,IEEE Transactions on Nuclear Science,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 74.78872, ""api_status"": 200, ""doi"": ""10.1109/tns.2017.2779580"", ""journal"": ""IEEE Transactions on Nuclear Science"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Electrical Transport Degradation of Chemically Doped Electronic-Type-Separated Single-Wall Carbon Nanotubes From Radiation-Induced Defects"", ""year"": 2018}, {""api_error"": null, ""api_score"": 1024.1932, ""api_status"": 200, ""doi"": ""10.1109/tns.2017.2779580"", ""journal"": ""IEEE Transactions on Nuclear Science"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Electrical Transport Degradation of Chemically Doped Electronic-Type-Separated Single-Wall Carbon Nanotubes From Radiation-Induced Defects"", ""year"": 2017}, {""api_error"": null, ""api_score"": 49.07171, ""api_status"": 200, ""doi"": ""10.1021/la070206e.s002"", ""journal"": null, ""match_score"": 0.6420664206642066, ""source"": ""crossref"", ""title"": ""Electrical Transport Characteristics of Surface-Conductance-Controlled, Dielectrophoretically Separated Single-Walled Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 48.95893, ""api_status"": 200, ""doi"": ""10.1021/la070206e.s001"", ""journal"": null, ""match_score"": 0.6420664206642066, ""source"": ""crossref"", ""title"": ""Electrical Transport Characteristics of Surface-Conductance-Controlled, Dielectrophoretically Separated Single-Walled Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 49.9139, ""api_status"": 200, ""doi"": ""10.32388/6fd756"", ""journal"": null, ""match_score"": 0.5, ""source"": ""crossref"", ""title"": ""Review of: \""Determination of the electronic transport in type separated carbon nanotubes thin films doped with gold nanocrystals\"""", ""year"": 2021}]"
2018_Quantitative study of bundle size effect on thermal conductivity of single-walled carbon nanotubes,quantitative study of bundle size effect on thermal conductivity of single walled carbon nanotubes,4,2018.0,Quantitative study of bundle size effect on thermal conductivity of single-walled carbon nanotubes,10.1063/1.5021696,Quantitative study of bundle size effect on thermal conductivity of single-walled carbon nanotubes,Applied Physics Letters,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 62.167828, ""api_status"": 200, ""doi"": ""10.1063/1.5021696"", ""journal"": ""Applied Physics Letters"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Quantitative study of bundle size effect on thermal conductivity of single-walled carbon nanotubes"", ""year"": 2018}, {""api_error"": null, ""api_score"": 3060.848, ""api_status"": 200, ""doi"": ""10.1063/1.5021696"", ""journal"": ""Applied Physics Letters"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Quantitative study of bundle size effect on thermal conductivity of single-walled carbon nanotubes"", ""year"": 2018}, {""api_error"": null, ""api_score"": 48.15158, ""api_status"": 200, ""doi"": ""10.1063/1.4730908"", ""journal"": ""Journal of Applied Physics"", ""match_score"": 0.7544910179640718, ""source"": ""crossref"", ""title"": ""Size dependent thermal conductivity of single-walled carbon nanotubes"", ""year"": 2012}, {""api_error"": null, ""api_score"": 47.21317, ""api_status"": 200, ""doi"": ""10.1080/15363831003721823"", ""journal"": ""Fullerenes, Nanotubes and Carbon Nanostructures"", ""match_score"": 0.5971563981042654, ""source"": ""crossref"", ""title"": ""Size, Morphology and Temperature Dependence of the Thermal Conductivity of Single-Walled Silicon Carbide Nanotubes"", ""year"": 2011}, {""api_error"": null, ""api_score"": 1745.355, ""api_status"": 200, ""doi"": ""10.1088/0957-4484/11/2/305"", ""journal"": ""Nanotechnology"", ""match_score"": 0.5797101449275363, ""source"": ""openalex"", ""title"": ""Thermal conductivity of carbon nanotubes"", ""year"": 2000}]"
"2019_Preparation and transport properties of oriented
buckypapers with single walled carbon nanotubes",preparation and transport properties of oriented buckypapers with single walled carbon nanotubes,4,2019.0,Preparation and transport properties of oriented buckypapers with single walled carbon nanotubes,10.3897/j.moem.5.1.39452,Preparation and transport properties of oriented buckypapers with single walled carbon nanotubes,Modern Electronic Materials,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 55.714615, ""api_status"": 200, ""doi"": ""10.3897/j.moem.5.1.39452"", ""journal"": ""Modern Electronic Materials"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Preparation and transport properties of oriented buckypapers with single walled carbon nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 48.61473, ""api_status"": 200, ""doi"": ""10.17073/1609-3577-2019-2-104-111"", ""journal"": ""Izvestiya Vysshikh Uchebnykh Zavedenii. Materialy Elektronnoi Tekhniki = Materials of Electronics Engineering"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Preparation and transport properties of oriented buckypapers with single walled carbon nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 1163.9921, ""api_status"": 200, ""doi"": ""10.3897/j.moem.5.1.39452"", ""journal"": ""Modern Electronic Materials"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Preparation and transport properties of oriented buckypapers with single walled carbon nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 868.7003, ""api_status"": 200, ""doi"": ""10.17073/1609-3577-2019-2-104-111"", ""journal"": ""Izvestiya Vysshikh Uchebnykh Zavedenii Materialy Elektronnoi Tekhniki = Materials of Electronics Engineering"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Preparation and transport properties of oriented buckypapers with single walled carbon nanotubes"", ""year"": 2019}, {""api_error"": null, ""api_score"": 51.649906, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2006.03.012"", ""journal"": ""Carbon"", ""match_score"": 0.7211538461538461, ""source"": ""crossref"", ""title"": ""High-temperature electrical transport properties of buckypapers composed of doped single-walled carbon nanotubes"", ""year"": 2006}]"
1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,electrical anisotropy of synthetic metals based on graphite,3,1972.0,Electrical Anisotropy of Synthetic Metals Based on Graphite,10.1098/rspa.1972.0046,Electrical anisotropy of synthetic metals based on graphite,Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences,1972.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 35.856007, ""api_status"": 200, ""doi"": ""10.1098/rspa.1972.0046"", ""journal"": ""Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Electrical anisotropy of synthetic metals based on graphite"", ""year"": 1972}, {""api_error"": null, ""api_score"": 2240.5525, ""api_status"": 200, ""doi"": ""10.1098/rspa.1972.0046"", ""journal"": ""Proceedings of the Royal Society of London A Mathematical and Physical Sciences"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Electrical anisotropy of synthetic metals based on graphite"", ""year"": 1972}, {""api_error"": null, ""api_score"": 33.331238, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(88)90508-5"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.6, ""source"": ""crossref"", ""title"": ""Phase changes and conductivity anisotropy of AsF5 intercalated graphite"", ""year"": 1988}, {""api_error"": null, ""api_score"": 435.6468, ""api_status"": 200, ""doi"": ""10.1016/0038-1098(77)90985-1"", ""journal"": ""Solid State Communications"", ""match_score"": 0.5859872611464968, ""source"": ""openalex"", ""title"": ""Room temperature electrical conductivity of a highly two dimensional synthetic metal: AsF5-graphite"", ""year"": 1977}, {""api_error"": null, ""api_score"": 392.8324, ""api_status"": 200, ""doi"": ""10.1038/ncomms4757"", ""journal"": ""Nature Communications"", ""match_score"": 0.5038167938931297, ""source"": ""openalex"", ""title"": ""Electrical magnetochiral anisotropy in a bulk chiral molecular conductor"", ""year"": 2014}]"
1983 ELECTRICAL AND MECHANICAL PROPERTIES OF COPPER CHLORIDE-INTERCALATED PITCH-BASED CARBON FIBERS,electrical and mechanical properties of copper chloride intercalated pitch based carbon fibers,3,1983.0,ELECTRICAL AND MECHANICAL PROPERTIES OF COPPER CHLORIDE-INTERCALATED PITCH-BASED CARBON FIBERS,10.1016/0379-6779(83)90125-x,Electrical and mechanical properties of copper chloride-intercalated pitch-based carbon fibers,Synthetic Metals,1983.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 60.996746, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(83)90125-x"", ""journal"": ""Synthetic Metals"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Electrical and mechanical properties of copper chloride-intercalated pitch-based carbon fibers"", ""year"": 1983}, {""api_error"": null, ""api_score"": 384.7472, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(83)90125-x"", ""journal"": ""Synthetic Metals"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Electrical and mechanical properties of copper chloride-intercalated pitch-based carbon fibers"", ""year"": 1983}, {""api_error"": null, ""api_score"": 43.897038, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(83)90112-1"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.8685714285714285, ""source"": ""crossref"", ""title"": ""Electrical properties of ICl, Br2 and CuCl2 intercalated pitch-based carbon fibers"", ""year"": 1983}, {""api_error"": null, ""api_score"": 44.575165, ""api_status"": 200, ""doi"": ""10.7209/tanso.1988.267"", ""journal"": ""TANSO"", ""match_score"": 0.6568421052631579, ""source"": ""crossref"", ""title"": ""Synthesis and Properties of Metal-chloride Intercalated Graphite Using Pitch-based Carbon Fibers"", ""year"": 1988}, {""api_error"": null, ""api_score"": 82.06643, ""api_status"": 200, ""doi"": ""10.7209/tanso.1988.267"", ""journal"": ""TANSO"", ""match_score"": 0.6568421052631579, ""source"": ""openalex"", ""title"": ""Synthesis and Properties of Metal-chloride Intercalated Graphite Using Pitch-based Carbon Fibers"", ""year"": 1988}]"
1985_Thermal conductivity and thermopower of vapor-grown graphite fibers,thermal conductivity and thermopower of vapor grown graphite fibers,3,1985.0,Thermal conductivity and thermopower of vapor-grown graphite fibers,10.1103/physrevb.32.1981,Thermal conductivity and thermopower of vapor-grown graphite fibers,Physical Review B,1985.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 56.79852, ""api_status"": 200, ""doi"": ""10.1103/physrevb.32.1981"", ""journal"": ""Physical Review B"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Thermal conductivity and thermopower of vapor-grown graphite fibers"", ""year"": 1985}, {""api_error"": null, ""api_score"": 4017.803, ""api_status"": 200, ""doi"": ""10.1103/physrevb.32.1981"", ""journal"": ""Physical review. B, Condensed matter"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Thermal conductivity and thermopower of vapor-grown graphite fibers"", ""year"": 1985}, {""api_error"": null, ""api_score"": 34.65901, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(85)90037-5"", ""journal"": ""Carbon"", ""match_score"": 0.6890756302521008, ""source"": ""crossref"", ""title"": ""Electrical conductivity of vapor-grown carbon fibers"", ""year"": 1985}, {""api_error"": null, ""api_score"": 35.50985, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(84)90320-8"", ""journal"": ""Carbon"", ""match_score"": 0.632258064516129, ""source"": ""crossref"", ""title"": ""103. Anomalies in the thermal conductivity and thermopower in CoCl2 intercalated graphite"", ""year"": 1984}, {""api_error"": null, ""api_score"": 34.899742, ""api_status"": 200, ""doi"": ""10.21236/ada191709"", ""journal"": null, ""match_score"": 0.5362318840579711, ""source"": ""crossref"", ""title"": ""Raman Characterization of AsF5-Intercalated Vapor Grown Graphite Fibers."", ""year"": 1987}]"
1988 ELECTRICAL CONDUCTIVITY OF HIGHLY-ORIENTED-POLYACETYLENE,electrical conductivity of highly oriented polyacetylene,3,1988.0,ELECTRICAL CONDUCTIVITY OF HIGHLY-ORIENTED-POLYACETYLENE,10.1016/0038-1098(88)90675-8,Electrical conductivity of highly-oriented-polyacetylene,Solid State Communications,1988.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 35.862526, ""api_status"": 200, ""doi"": ""10.1016/0038-1098(88)90675-8"", ""journal"": ""Solid State Communications"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Electrical conductivity of highly-oriented-polyacetylene"", ""year"": 1988}, {""api_error"": null, ""api_score"": 3010.897, ""api_status"": 200, ""doi"": ""10.1016/0038-1098(88)90675-8"", ""journal"": ""Solid State Communications"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Electrical conductivity of highly-oriented-polyacetylene"", ""year"": 1988}, {""api_error"": null, ""api_score"": 32.810215, ""api_status"": 200, ""doi"": ""10.1016/0379-6779(91)91019-7"", ""journal"": ""Synthetic Metals"", ""match_score"": 0.784406779661017, ""source"": ""crossref"", ""title"": ""Electrical conductivity of iodine doped oriented polyacetylene"", ""year"": 1991}, {""api_error"": null, ""api_score"": 356.06168, ""api_status"": 200, ""doi"": ""10.1080/00268948508074592"", ""journal"": ""Molecular crystals and liquid crystals"", ""match_score"": 0.6111764705882353, ""source"": ""openalex"", ""title"": ""Mechanical and Electrical Properties of Highly Oriented Ribbons of Polyacetylene"", ""year"": 1985}, {""api_error"": null, ""api_score"": 396.5112, ""api_status"": 200, ""doi"": ""10.1039/d1ma00290b"", ""journal"": ""Materials Advances"", ""match_score"": 0.37901639344262295, ""source"": ""openalex"", ""title"": ""Mechanisms for doped PEDOT:PSS electrical conductivity improvement"", ""year"": 2021}]"
2001 Thermal Transport Measurements of Individual Multiwalled Nanotubes P.,thermal transport measurements of individual multiwalled nanotubes p,3,2001.0,Thermal Transport Measurements of Individual Multiwalled Nanotubes P.,10.1103/physrevlett.87.215502,Thermal Transport Measurements of Individual Multiwalled Nanotubes,Physical Review Letters,2001.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 42.43254, ""api_status"": 200, ""doi"": ""10.1103/physrevlett.87.215502"", ""journal"": ""Physical Review Letters"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Thermal Transport Measurements of Individual Multiwalled Nanotubes"", ""year"": 2001}, {""api_error"": null, ""api_score"": 30.667273, ""api_status"": 200, ""doi"": ""10.1016/j.ijthermalsci.2012.03.003"", ""journal"": ""International Journal of Thermal Sciences"", ""match_score"": 0.6222900763358779, ""source"": ""crossref"", ""title"": ""Thermal conductivity of individual multiwalled carbon nanotubes"", ""year"": 2012}, {""api_error"": null, ""api_score"": 38.39692, ""api_status"": 200, ""doi"": ""10.1021/nl070863r.s001"", ""journal"": null, ""match_score"": 0.585635359116022, ""source"": ""crossref"", ""title"": ""Direct Force Measurements and Kinking under Elastic Deformation of Individual Multiwalled Boron Nitride Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 618.8154, ""api_status"": 200, ""doi"": ""10.1063/1.1957118"", ""journal"": ""Applied Physics Letters"", ""match_score"": 0.5125925925925926, ""source"": ""openalex"", ""title"": ""Measurement of thermal conductivity of individual multiwalled carbon nanotubes by the 3-ω method"", ""year"": 2005}, {""api_error"": null, ""api_score"": 32.112846, ""api_status"": 200, ""doi"": ""10.1021/nl062763b.s001"", ""journal"": null, ""match_score"": 0.5662650602409639, ""source"": ""crossref"", ""title"": ""Mechanical Instabilities of Individual Multiwalled Carbon Nanotubes under Cyclic Axial Compression"", ""year"": null}]"
2002 Single-Walled Carbon Nanotube Electronics,single walled carbon nanotube electronics,3,2002.0,Single-Walled Carbon Nanotube Electronics,10.1109/tnano.2002.1005429,Single-walled carbon nanotube electronics,IEEE Transactions on Nanotechnology,2002.0,openalex,1.0,accepted,"[{""api_error"": null, ""api_score"": 8373.648, ""api_status"": 200, ""doi"": ""10.1109/tnano.2002.1005429"", ""journal"": ""IEEE Transactions on Nanotechnology"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Single-walled carbon nanotube electronics"", ""year"": 2002}, {""api_error"": null, ""api_score"": 39.963383, ""api_status"": 200, ""doi"": ""10.1201/b18254-7"", ""journal"": ""Carbon-Based Electronics"", ""match_score"": 0.5571681415929204, ""source"": ""crossref"", ""title"": ""Multi-Walled and Bundle of Single-Walled Carbon Nanotube Interconnection"", ""year"": 2015}, {""api_error"": null, ""api_score"": 1899.4618, ""api_status"": 200, ""doi"": ""10.1038/nnano.2012.257"", ""journal"": ""Nature Nanotechnology"", ""match_score"": 0.5015602836879433, ""source"": ""openalex"", ""title"": ""Arrays of single-walled carbon nanotubes with full surface coverage for high-performance electronics"", ""year"": 2013}, {""api_error"": null, ""api_score"": 39.3219, ""api_status"": 200, ""doi"": ""10.1021/acsami.9b07578.s002"", ""journal"": null, ""match_score"": 0.49696969696969695, ""source"": ""crossref"", ""title"": ""Mechanically Tunable Single-Walled Carbon Nanotube Films as a Universal Material for Transparent and Stretchable Electronics"", ""year"": null}, {""api_error"": null, ""api_score"": 39.18053, ""api_status"": 200, ""doi"": ""10.1021/acsami.9b07578.s004"", ""journal"": null, ""match_score"": 0.49696969696969695, ""source"": ""crossref"", ""title"": ""Mechanically Tunable Single-Walled Carbon Nanotube Films as a Universal Material for Transparent and Stretchable Electronics"", ""year"": null}]"
