measurement_id,record_id,property,value_canonical,unit_canonical,source_file,source_sheet,source_row,material_family,form_factor,comparison_scope,source_citation_class,evidence_tier,comparison_note
meas_4acb24fb842f,rec_4ed03e48f478,initial_modulus,304000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,63,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_4e4e603b3edd,rec_4ed03e48f478,breaking_strain,0.019,1,XiaO_DATA.xlsx,Sheet1,63,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_4353dbaa4990,rec_497258cb9158,density,1790.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_20337a5a7b87,rec_497258cb9158,specific_volume,0.0005586592178770949,m^3/kg,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_51f19e5e011a,rec_497258cb9158,diameter,5.0999999999999995e-06,m,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_396137d01356,rec_497258cb9158,linear_density,3.71666666666667e-08,kg/m,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_40bed1f87b99,rec_497258cb9158,specific_strength,3466480.44692737,N m/kg,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_5d4c7d708776,rec_497258cb9158,tensile_strength,6205000000.0,Pa,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_c7b504ebc459,rec_497258cb9158,specific_modulus,166480446.927374,N m/kg,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_bf6a579d09ef,rec_497258cb9158,initial_modulus,298000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_4d8717953467,rec_497258cb9158,breaking_strain,0.019,1,XiaO_DATA.xlsx,Sheet1,64,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_d4625d8ae5f9,rec_2dab41d81fcf,density,1790.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_b7cb088602e5,rec_2dab41d81fcf,specific_volume,0.0005586592178770949,m^3/kg,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_87f19de42216,rec_2dab41d81fcf,diameter,4.4e-06,m,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_0aca80f31eeb,rec_2dab41d81fcf,linear_density,2.6999999999999997e-08,kg/m,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_3ba9c6c00344,rec_2dab41d81fcf,specific_strength,3813407.82122905,N m/kg,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_5a1f13a4e2b5,rec_2dab41d81fcf,tensile_strength,6826000000.0,Pa,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_39139de0c8cc,rec_2dab41d81fcf,specific_modulus,174860335.195531,N m/kg,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_b65403af799f,rec_2dab41d81fcf,initial_modulus,313000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_25b32c936d09,rec_2dab41d81fcf,breaking_strain,0.02,1,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_175909219168,rec_2dab41d81fcf,electrical_conductivity,76900.0,S/m,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_c61106976f9d,rec_2dab41d81fcf,specific_electrical_conductivity,42.960893854748605,S m^2/kg,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_ece3b5f0a224,rec_2dab41d81fcf,thermal_conductivity,6.14,W/m/K,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_5df0634627c5,rec_2dab41d81fcf,specific_thermal_conductivity,0.003430167597765363,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,65,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_175ff4fa11ce,rec_432149f78173,density,1730.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_6f57118c67b7,rec_432149f78173,specific_volume,0.0005780346820809249,m^3/kg,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_6b99c09ac806,rec_432149f78173,diameter,4.8e-06,m,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_9f0ce6b2ec4d,rec_432149f78173,linear_density,3.25e-08,kg/m,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_2fea5c05a789,rec_432149f78173,specific_strength,3308092.48554913,N m/kg,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_138ecadb7422,rec_432149f78173,tensile_strength,5723000000.0,Pa,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_d48b5bae6ae3,rec_432149f78173,specific_modulus,199421965.317919,N m/kg,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_64eca06c4dd7,rec_432149f78173,initial_modulus,345000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_d0a078cd53a5,rec_432149f78173,breaking_strain,0.015,1,XiaO_DATA.xlsx,Sheet1,66,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_2aca4ef63dde,rec_68ba21ff26ce,density,1760.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_0ec08c35b5f9,rec_68ba21ff26ce,specific_volume,0.0005681818181818183,m^3/kg,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_1ef59eeb59da,rec_68ba21ff26ce,diameter,5.0999999999999995e-06,m,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_734ae5727799,rec_68ba21ff26ce,linear_density,3.53333333333333e-08,kg/m,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_b8559f2488d4,rec_68ba21ff26ce,specific_strength,2742045.45454545,N m/kg,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_8696de7f7ec8,rec_68ba21ff26ce,tensile_strength,4826000000.0,Pa,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_bba71914d64f,rec_68ba21ff26ce,specific_modulus,211363636.36363602,N m/kg,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_f22ccb6237f6,rec_68ba21ff26ce,initial_modulus,372000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_f9fcbda76c45,rec_68ba21ff26ce,breaking_strain,0.013000000000000001,1,XiaO_DATA.xlsx,Sheet1,67,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_dbe7852c9377,rec_192b6b06c113,density,1830.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_9cb6e99da8db,rec_192b6b06c113,specific_volume,0.000546448087431694,m^3/kg,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_44d06352b6aa,rec_192b6b06c113,diameter,4.9000000000000005e-06,m,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_9cd731a7fb29,rec_192b6b06c113,linear_density,3.51666666666667e-08,kg/m,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_0941b74a2ef3,rec_192b6b06c113,specific_strength,2637158.46994536,N m/kg,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_060a4719bdca,rec_192b6b06c113,tensile_strength,4826000000.0,Pa,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_1fcc3e0c79a7,rec_192b6b06c113,specific_modulus,237158469.945355,N m/kg,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_2aa58a5ec67c,rec_192b6b06c113,initial_modulus,434000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_d00be8c174aa,rec_192b6b06c113,breaking_strain,0.01,1,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_0278ef64d5be,rec_192b6b06c113,electrical_conductivity,111100.0,S/m,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_c2f05a4504da,rec_192b6b06c113,specific_electrical_conductivity,60.7103825136612,S m^2/kg,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_d3d1a63cc6d5,rec_192b6b06c113,thermal_conductivity,55.0,W/m/K,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_09b17ebdbb95,rec_192b6b06c113,specific_thermal_conductivity,0.030054644808743168,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,68,carbon_fiber_comparator,fiber_yarn,context_comparator,commercial_or_web_specsheet_comparator,context_benchmark_non_peer_reviewed,"Comparator benchmark from manufacturer, MatWeb, or other web/spec-sheet source; cite as non-peer-reviewed contextual benchmark."
meas_dfe9cf3ca59b,rec_5b0a87ce5796,density,1540.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_19bcca54fcf4,rec_5b0a87ce5796,specific_volume,0.0006493506493506494,m^3/kg,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_fb2d4a62f55b,rec_5b0a87ce5796,linear_density,1.7000000000000001e-07,kg/m,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_ee450ff0f63a,rec_5b0a87ce5796,specific_strength,3700000.0,N m/kg,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_d2c41556cb47,rec_5b0a87ce5796,tensile_strength,5800000000.0,Pa,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_80fd10292a90,rec_5b0a87ce5796,specific_modulus,116883116.88311699,N m/kg,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_81fa4d257341,rec_5b0a87ce5796,initial_modulus,180000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_21ed321de553,rec_5b0a87ce5796,breaking_strain,0.035,1,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_ee81a7b0dce4,rec_5b0a87ce5796,work_of_rupture,65000.0,J/kg,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_61f60d894550,rec_5b0a87ce5796,thermal_conductivity,19.0,W/m/K,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_94e16207d14a,rec_5b0a87ce5796,specific_thermal_conductivity,0.012337662337662338,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,70,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_cdce2fa5b3a6,rec_3c89db8b5b53,density,1560.0,kg/m^3,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_cf41a36adc38,rec_3c89db8b5b53,specific_volume,0.000641025641025641,m^3/kg,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_3927d64514c0,rec_3c89db8b5b53,linear_density,1.7000000000000001e-07,kg/m,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_f9eb65b7cb8e,rec_3c89db8b5b53,specific_strength,3700000.0,N m/kg,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_da8b7e7998ae,rec_3c89db8b5b53,tensile_strength,5800000000.0,Pa,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_6759c84a78db,rec_3c89db8b5b53,specific_modulus,172000000.0,N m/kg,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_eb45396996e2,rec_3c89db8b5b53,initial_modulus,270000000000.0,Pa,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_9d86461985f1,rec_3c89db8b5b53,breaking_strain,0.025,1,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_86b9cfac4241,rec_3c89db8b5b53,work_of_rupture,46000.0,J/kg,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_8637c006cdf4,rec_3c89db8b5b53,thermal_conductivity,23.0,W/m/K,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
meas_5556d1130e82,rec_3c89db8b5b53,specific_thermal_conductivity,0.014743589743589743,W m^2/K/kg,XiaO_DATA.xlsx,Sheet1,71,polymer_fiber_comparator,fiber_yarn,context_comparator,mixed_peer_reviewed_and_commercial_comparator,context_benchmark_not_primary_literature,Comparator benchmark compiled from a peer-reviewed Ashby/comparison figure plus a commercial/material database source; show with a benchmark-source badge.
